Programa;Episódio;Título;Convidado;YouTube;Canva (edição);Página Canva;Drive (ver);Drive (download);Download direto (PNG);Arquivo
Anima Podcast;#218;Como superar a dor e o sofrimento;Luis Enrique Carmelo;https://youtu.be/e9OMSLJBvSE;https://www.canva.com/design/DAHT4wC4lb4/edit?page=19;19;https://drive.google.com/file/d/1V_IcfFUAGxI0Nub38DUgWNfDw8gKhYKm/view;https://drive.google.com/uc?export=download&id=1V_IcfFUAGxI0Nub38DUgWNfDw8gKhYKm;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23218%20-%20Luis%20Enrique%20Carmelo.png;#218 - Luis Enrique Carmelo.png
Anima Podcast;#219;A arma contra a gula;Isa Latuf;https://youtu.be/80M2-epM2-E;https://www.canva.com/design/DAHT4wC4lb4/edit?page=18;18;https://drive.google.com/file/d/1Irfs1H8ErOtxkFa1f1oR-iTp32lc9SmX/view;https://drive.google.com/uc?export=download&id=1Irfs1H8ErOtxkFa1f1oR-iTp32lc9SmX;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23219%20-%20Isa%20Latuf.png;#219 - Isa Latuf.png
Anima Podcast;#220;Escalando até o Céu;Luciano Bandeira;https://youtu.be/1et5n81WNZk;https://www.canva.com/design/DAHT4wC4lb4/edit?page=17;17;https://drive.google.com/file/d/1QjQork56p4iNCz9zYGOBSpu-I_KCTJk9/view;https://drive.google.com/uc?export=download&id=1QjQork56p4iNCz9zYGOBSpu-I_KCTJk9;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23220%20-%20Luciano%20Bandeira.png;#220 - Luciano Bandeira.png
Anima Podcast;#221;"O ""chip da beleza"" é uma farsa?";Diogo Viana;https://youtu.be/1UrrzhjXxc4;https://www.canva.com/design/DAHT5G-VT0s/edit?page=5;5;https://drive.google.com/file/d/1Vk6cDHgS_tPYm8ttn6-BLSsQNE2WL5Dn/view;https://drive.google.com/uc?export=download&id=1Vk6cDHgS_tPYm8ttn6-BLSsQNE2WL5Dn;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23221%20-%20Diogo%20Viana.png;#221 - Diogo Viana.png
Anima Podcast;#222;O Rock é satânico?;Danilo Lopes;https://youtu.be/PaOlD-oMbd0;https://www.canva.com/design/DAHT4wC4lb4/edit?page=16;16;https://drive.google.com/file/d/1666U-63fVeO9KwXH0RqQQ00K0-FXTBHB/view;https://drive.google.com/uc?export=download&id=1666U-63fVeO9KwXH0RqQQ00K0-FXTBHB;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23222%20-%20Danilo%20Lopes.png;#222 - Danilo Lopes.png
Anima Podcast;#223;Vá mais rápido para o Céu;Pe. Renato Teixeira;https://youtu.be/JmSQRMpqWjg;https://www.canva.com/design/DAHT4wC4lb4/edit?page=15;15;https://drive.google.com/file/d/18pfQL79TILSokPs_SN3xawLsvbcamBtF/view;https://drive.google.com/uc?export=download&id=18pfQL79TILSokPs_SN3xawLsvbcamBtF;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23223%20-%20Pe.%20Renato%20Teixeira.png;#223 - Pe. Renato Teixeira.png
Anima Podcast;#224;Seu casamento pode ser nulo?;Pe. Alex Nogueira;https://youtu.be/QkSNKLt79Js;https://www.canva.com/design/DAHT4wC4lb4/edit?page=14;14;https://drive.google.com/file/d/1Yrw6wBtdC_dTIRtUJned2dJXk33A_dN_/view;https://drive.google.com/uc?export=download&id=1Yrw6wBtdC_dTIRtUJned2dJXk33A_dN_;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23224%20-%20Pe.%20Alex%20Nogueira.png;#224 - Pe. Alex Nogueira.png
Anima Podcast;#225;Não entre no digital sem isso;Ítalo Marsili;https://youtu.be/gJjZvbFBass;https://www.canva.com/design/DAHT4wC4lb4/edit?page=13;13;https://drive.google.com/file/d/1u0LSoybkG3qR0j1hiLg7JZlRLlrLzd6Z/view;https://drive.google.com/uc?export=download&id=1u0LSoybkG3qR0j1hiLg7JZlRLlrLzd6Z;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23225%20-%20%C3%8Dtalo%20Marsili.png;#225 - Ítalo Marsili.png
Anima Podcast;#226;Fui ateu e comunista;Gabriel Kanner;https://youtu.be/d7l24KP1_Ok;https://www.canva.com/design/DAHT4wC4lb4/edit?page=12;12;https://drive.google.com/file/d/18NR9uIaNO_voEgPBL3xo0tR3GPdqe3pN/view;https://drive.google.com/uc?export=download&id=18NR9uIaNO_voEgPBL3xo0tR3GPdqe3pN;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23226%20-%20Gabriel%20Kanner.png;#226 - Gabriel Kanner.png
Anima Podcast;#227;Caí protestante, levantei católico;Frei Angelo Faitanin;https://youtu.be/PH5mzWC9M1A;https://www.canva.com/design/DAHT4wC4lb4/edit?page=11;11;https://drive.google.com/file/d/1bz56VLtgBRMgNSfavNtCQV2FXkx7azhm/view;https://drive.google.com/uc?export=download&id=1bz56VLtgBRMgNSfavNtCQV2FXkx7azhm;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23227%20-%20Frei%20Angelo%20Faitanin.png;#227 - Frei Angelo Faitanin.png
Anima Podcast;#228;Eu estava nas garras de Satanás;Tony Allysson;https://youtu.be/f17aAhp76aQ;https://www.canva.com/design/DAHT4wC4lb4/edit?page=10;10;https://drive.google.com/file/d/1qPnXnxD9RiUFOv_1YajMAY2A8cqvrMAT/view;https://drive.google.com/uc?export=download&id=1qPnXnxD9RiUFOv_1YajMAY2A8cqvrMAT;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23228%20-%20Tony%20Allysson.png;#228 - Tony Allysson.png
Anima Podcast;#229;A verdade sobre o Sudário;Vera Tostes;https://youtu.be/Wxzi8a2WhGI;https://www.canva.com/design/DAHT4wC4lb4/edit?page=9;9;https://drive.google.com/file/d/1QgQiWNYUgJTXUdH2T9_0RhMvEgQYJG2R/view;https://drive.google.com/uc?export=download&id=1QgQiWNYUgJTXUdH2T9_0RhMvEgQYJG2R;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23229%20-%20Vera%20Tostes.png;#229 - Vera Tostes.png
Anima Podcast;#230;Se eu estivesse no Irã, estaria morta;Mahsima Nadim;https://youtu.be/sQNcblHlRNE;https://www.canva.com/design/DAHT4wC4lb4/edit?page=8;8;https://drive.google.com/file/d/1JGfHz0ChrCg37ZiVjsEmkNhbWDkmHinD/view;https://drive.google.com/uc?export=download&id=1JGfHz0ChrCg37ZiVjsEmkNhbWDkmHinD;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23230%20-%20Mahsima%20Nadim.png;#230 - Mahsima Nadim.png
Anima Podcast;#231;O quadro que adoecia as pessoas;Paulo Frade;https://youtu.be/AiYmdLGtOzs;https://www.canva.com/design/DAHT4wC4lb4/edit?page=7;7;https://drive.google.com/file/d/1fU5VSJ-RxlmV1peO61Of9m2dBeuMhAc5/view;https://drive.google.com/uc?export=download&id=1fU5VSJ-RxlmV1peO61Of9m2dBeuMhAc5;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23231%20-%20Paulo%20Frade.png;#231 - Paulo Frade.png
Anima Podcast;#232;A boa música é remédio para a alma;Alex Cohen;https://youtu.be/7QB_Edaxla0;https://www.canva.com/design/DAHT4wC4lb4/edit?page=6;6;https://drive.google.com/file/d/1yjZrZ8Y1LB957VHspWMylRs7HppMqoTl/view;https://drive.google.com/uc?export=download&id=1yjZrZ8Y1LB957VHspWMylRs7HppMqoTl;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23232%20-%20Alex%20Cohen.png;#232 - Alex Cohen.png
Anima Podcast;#233;Quando o casamento comeca a morrer;Yasmin Fleming;https://youtu.be/6UzvbhpWOl8;https://www.canva.com/design/DAHT4wC4lb4/edit?page=5;5;https://drive.google.com/file/d/1nP6VDljj5LnCwPIVC6HC47V53cMwmKVk/view;https://drive.google.com/uc?export=download&id=1nP6VDljj5LnCwPIVC6HC47V53cMwmKVk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23233%20-%20Yasmin%20Fleming.png;#233 - Yasmin Fleming.png
Anima Podcast;#234;Não pecar contra a castidade;José Roberto e Maria Carolina;https://youtu.be/AcS0JtEP1Ic;https://www.canva.com/design/DAHT4wC4lb4/edit?page=4;4;https://drive.google.com/file/d/16lLm56zTHvdEMGdXXhMEaUIUfJEmvPqA/view;https://drive.google.com/uc?export=download&id=16lLm56zTHvdEMGdXXhMEaUIUfJEmvPqA;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23234%20-%20Jos%C3%A9%20Roberto%20e%20Maria%20Carolina.png;#234 - José Roberto e Maria Carolina.png
Anima Podcast;#235;O lado silencioso do autismo;Thiago Castro;https://youtu.be/7qDyO0PtR2k;https://www.canva.com/design/DAHT5G-VT0s/edit?page=4;4;https://drive.google.com/file/d/1U1QkWq3wGVKHHz1n4-so3aO3WoLOPFuf/view;https://drive.google.com/uc?export=download&id=1U1QkWq3wGVKHHz1n4-so3aO3WoLOPFuf;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23235%20-%20Thiago%20Castro.png;#235 - Thiago Castro.png
Anima Podcast;#236;O Papa usa isso;Martinho Rocha;https://youtu.be/oepkIOL5YXE;https://www.canva.com/design/DAHT5VDGu2o/edit?page=50;50;https://drive.google.com/file/d/10yFxX3kzhOfBvnz5K024zJUtQW_ow7Ii/view;https://drive.google.com/uc?export=download&id=10yFxX3kzhOfBvnz5K024zJUtQW_ow7Ii;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23236%20-%20Martinho%20Rocha.png;#236 - Martinho Rocha.png
Anima Podcast;#237;Muito mais que um padre gato;Pe. Jefferson Merighetti;https://youtu.be/ejbuMr9sExQ;https://www.canva.com/design/DAHT5VDGu2o/edit?page=49;49;https://drive.google.com/file/d/1KpmMrCa_QSpoPFuswzDmRckAqg7f1u-q/view;https://drive.google.com/uc?export=download&id=1KpmMrCa_QSpoPFuswzDmRckAqg7f1u-q;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23237%20-%20Pe.%20Jefferson%20Merighetti.png;#237 - Pe. Jefferson Merighetti.png
Anima Podcast;#238;O testamento escondido de São Carlo Acutis;Pe. Fabio Vieira;https://youtu.be/SbtdzZr-COo;https://www.canva.com/design/DAHT5VDGu2o/edit?page=48;48;https://drive.google.com/file/d/1QOGZ7r61l7NTLPNqfkozYTEtVgLIZYPb/view;https://drive.google.com/uc?export=download&id=1QOGZ7r61l7NTLPNqfkozYTEtVgLIZYPb;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23238%20-%20Pe.%20Fabio%20Vieira.png;#238 - Pe. Fabio Vieira.png
Anima Podcast;#239;Eu não contrato esquerdista;Tallis Gomes;https://youtu.be/79lRxfQ_-bQ;https://www.canva.com/design/DAHT5VDGu2o/edit?page=47;47;https://drive.google.com/file/d/1hckrq4tFRgaQLouirD5y6DTO3oc8bn2B/view;https://drive.google.com/uc?export=download&id=1hckrq4tFRgaQLouirD5y6DTO3oc8bn2B;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23239%20-%20Tallis%20Gomes.png;#239 - Tallis Gomes.png
Anima Podcast;#240;Sem isso, não é TDAH;Raphael Rangel;https://youtu.be/VjIGGw3NPZA;https://www.canva.com/design/DAHT5G-VT0s/edit?page=3;3;https://drive.google.com/file/d/17sflWSYzssBVUV7DTvTn09tF1VGluJ78/view;https://drive.google.com/uc?export=download&id=17sflWSYzssBVUV7DTvTn09tF1VGluJ78;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23240%20-%20Raphael%20Rangel.png;#240 - Raphael Rangel.png
Anima Podcast;#241;Milagres através de Santa Rita;Céci Portugal e Filipe Santos;https://youtu.be/GAUySehdQzc;https://www.canva.com/design/DAHT5IC7CDA/edit?page=24;24;https://drive.google.com/file/d/1Foom-GRr7PaNzDltGRGqmqxhIuU5J2Zu/view;https://drive.google.com/uc?export=download&id=1Foom-GRr7PaNzDltGRGqmqxhIuU5J2Zu;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23241%20-%20C%C3%A9ci%20Portugal%20e%20Filipe%20Santos.png;#241 - Céci Portugal e Filipe Santos.png
Anima Podcast;#242;Segredos dos Santuários Marianos;Kenya e Berthaldo;https://youtu.be/vULBGcoE_sE;https://www.canva.com/design/DAHT5IC7CDA/edit?page=23;23;https://drive.google.com/file/d/1Sm6D9Y3_NzTqGIYNE5KG47VF2Ysa76me/view;https://drive.google.com/uc?export=download&id=1Sm6D9Y3_NzTqGIYNE5KG47VF2Ysa76me;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23242%20-%20Kenya%20e%20Berthaldo.png;#242 - Kenya e Berthaldo.png
Anima Podcast;#243;Ex-grávida de Taubaté;Maria Verônica;https://youtu.be/mdFW-1yQFBM;https://www.canva.com/design/DAHT5VDGu2o/edit?page=46;46;https://drive.google.com/file/d/138bn8Q9ihFz4f-n06Qywr38owX3N-hk7/view;https://drive.google.com/uc?export=download&id=138bn8Q9ihFz4f-n06Qywr38owX3N-hk7;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23243%20-%20Maria%20Ver%C3%B4nica.png;#243 - Maria Verônica.png
Anima Podcast;#244;Apocalipse: 3 dias de trevas?;Lucas Gelasio;https://youtu.be/0xhJLxyZ4k4;https://www.canva.com/design/DAHT5VDGu2o/edit?page=45;45;https://drive.google.com/file/d/1PPo1Jip5SUdzLuw_YB9R615l6If_GdtQ/view;https://drive.google.com/uc?export=download&id=1PPo1Jip5SUdzLuw_YB9R615l6If_GdtQ;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23244%20-%20Lucas%20Gelasio.png;#244 - Lucas Gelasio.png
Anima Podcast;#245;Fazer isso é desobedecer a Deus;Matheus Machado;https://youtu.be/qNNjTcVK4ac;https://www.canva.com/design/DAHT5VDGu2o/edit?page=44;44;https://drive.google.com/file/d/1qzUs1RkvuhdEuvsr8B4JQT5avEckX4qd/view;https://drive.google.com/uc?export=download&id=1qzUs1RkvuhdEuvsr8B4JQT5avEckX4qd;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23245%20-%20Matheus%20Machado.png;#245 - Matheus Machado.png
Anima Podcast;#246;Viver só da Eucaristia?;Cláudio Bomtempo;https://youtu.be/M9ea_aSvUVE;https://www.canva.com/design/DAHT5G-VT0s/edit?page=2;2;https://drive.google.com/file/d/110nd5_rk1uBIcruqdIqHrOCSmAoHrm_9/view;https://drive.google.com/uc?export=download&id=110nd5_rk1uBIcruqdIqHrOCSmAoHrm_9;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23246%20-%20Cl%C3%A1udio%20Bomtempo.png;#246 - Cláudio Bomtempo.png
Anima Podcast;#247;Parei de gritar com meus filhos;Esther Biselli;https://youtu.be/EAn00k33IjI;https://www.canva.com/design/DAHT5VDGu2o/edit?page=43;43;https://drive.google.com/file/d/1bxQ7F0qhkLbMWPo9CmrnsuRkolOtHKPx/view;https://drive.google.com/uc?export=download&id=1bxQ7F0qhkLbMWPo9CmrnsuRkolOtHKPx;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23247%20-%20Esther%20Biselli.png;#247 - Esther Biselli.png
Anima Podcast;#248;Isso fez um pastor virar católico;Altamir Gomes;https://youtu.be/9ehvMBwHqU0;https://www.canva.com/design/DAHT5VDGu2o/edit?page=51;51;https://drive.google.com/file/d/1IX9EtWiJShJVx1AIrQbrKhO90X4Vn4zu/view;https://drive.google.com/uc?export=download&id=1IX9EtWiJShJVx1AIrQbrKhO90X4Vn4zu;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23248%20-%20Altamir%20Gomes.png;#248 - Altamir Gomes.png
Anima Podcast;#249;Maria é corredentora?;Pe. Francisco Amaral;https://youtu.be/O6pkvuXUuwk;https://www.canva.com/design/DAHT5VDGu2o/edit?page=82;82;https://drive.google.com/file/d/18ei5gAhLlNIt53p-c5HhpcoVu1ImDm2x/view;https://drive.google.com/uc?export=download&id=18ei5gAhLlNIt53p-c5HhpcoVu1ImDm2x;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23249%20-%20Pe.%20Francisco%20Amaral.png;#249 - Pe. Francisco Amaral.png
Anima Podcast;#250;O segredo da estátua de São Miguel;Pe. Márcio Almeida;https://youtu.be/CctgGtOmdSI;https://www.canva.com/design/DAHT5VDGu2o/edit?page=81;81;https://drive.google.com/file/d/1-jowLIzbN_pT8OpvmeiYDQQEJaPulr1v/view;https://drive.google.com/uc?export=download&id=1-jowLIzbN_pT8OpvmeiYDQQEJaPulr1v;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23250%20-%20Pe.%20M%C3%A1rcio%20Almeida.png;#250 - Pe. Márcio Almeida.png
Anima Podcast;#251;O cantor coreano que virou católico;Junho Chu;https://youtu.be/4SkFPqKyFI4;https://www.canva.com/design/DAHT5VDGu2o/edit?page=80;80;https://drive.google.com/file/d/1RS2v_RvbaJQBoQj1ZIvASR0tdO00m98S/view;https://drive.google.com/uc?export=download&id=1RS2v_RvbaJQBoQj1ZIvASR0tdO00m98S;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23251%20-%20Junho%20Chu.png;#251 - Junho Chu.png
Anima Podcast;#252;As profecias de Cimbres para o Brasil;Ione Paiva;https://youtu.be/yuVIJxy9EX8;https://www.canva.com/design/DAHT5VDGu2o/edit?page=79;79;https://drive.google.com/file/d/1b11NyuvIrYN_-nCixjrUSrXsMYirG6LF/view;https://drive.google.com/uc?export=download&id=1b11NyuvIrYN_-nCixjrUSrXsMYirG6LF;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23252%20-%20Ione%20Paiva.png;#252 - Ione Paiva.png
Anima Podcast;#253;É por isso que você está sempre ansioso;Pedrinho Salomão;https://youtu.be/Kr1BWS55NrM;https://www.canva.com/design/DAHT5VDGu2o/edit?page=78;78;https://drive.google.com/file/d/1aouCJtwBnmh3g8i64pJiqCrMMspnPQvM/view;https://drive.google.com/uc?export=download&id=1aouCJtwBnmh3g8i64pJiqCrMMspnPQvM;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23253%20-%20Pedrinho%20Salom%C3%A3o.png;#253 - Pedrinho Salomão.png
Anima Podcast;#254;A jornada de fé de Paloma Bernardi;Paloma Bernardi;https://youtu.be/p76WnRONF94;https://www.canva.com/design/DAHT5NXToGQ/edit?page=2;2;https://drive.google.com/file/d/1q8Vo34DQ08KwQx1JjPUg2cE1n62wup0L/view;https://drive.google.com/uc?export=download&id=1q8Vo34DQ08KwQx1JjPUg2cE1n62wup0L;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23254%20-%20Paloma%20Bernardi.png;#254 - Paloma Bernardi.png
Anima Podcast;#255;Esse erro prejudica sua imagem;Alexandra Bastos;https://youtu.be/xEQsjwoCIKc;https://www.canva.com/design/DAHT5VDGu2o/edit?page=77;77;https://drive.google.com/file/d/1DOslO-miNa0bIVjlivZp4JcIY5CefbDk/view;https://drive.google.com/uc?export=download&id=1DOslO-miNa0bIVjlivZp4JcIY5CefbDk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23255%20-%20Alexandra%20Bastos.png;#255 - Alexandra Bastos.png
Anima Podcast;#256;Ser bonzinho é o caminho para o inferno;Pedro Augusto;https://youtu.be/4NInLStrVKM;https://www.canva.com/design/DAHT5VDGu2o/edit?page=76;76;https://drive.google.com/file/d/1uNa8GIrPyGPqb7MymRsgpElmBTH8bbHW/view;https://drive.google.com/uc?export=download&id=1uNa8GIrPyGPqb7MymRsgpElmBTH8bbHW;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23256%20-%20Pedro%20Augusto.png;#256 - Pedro Augusto.png
Anima Podcast;#257;É por isso que muitos esfriam na fé;Thiago Dutra;https://youtu.be/ITA_aYs_4pw;https://www.canva.com/design/DAHT5VDGu2o/edit?page=75;75;https://drive.google.com/file/d/1T_I3OdM4xU_yhm2oCNhZ3mDiShDdCVMY/view;https://drive.google.com/uc?export=download&id=1T_I3OdM4xU_yhm2oCNhZ3mDiShDdCVMY;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23257%20-%20Thiago%20Dutra.png;#257 - Thiago Dutra.png
Anima Podcast;#258;O milagre que virou filme;Marcus e Yanna Varandas;https://youtu.be/5IvvhGzAX3k;https://www.canva.com/design/DAHT5IC7CDA/edit?page=22;22;https://drive.google.com/file/d/1E8hLPyjnicj0S4pAn5L41RMtozREYCoV/view;https://drive.google.com/uc?export=download&id=1E8hLPyjnicj0S4pAn5L41RMtozREYCoV;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23258%20-%20Marcus%20e%20Yanna%20Varandas.png;#258 - Marcus e Yanna Varandas.png
Anima Podcast;#259;O nascimento de Jesus;Alvaro Siviero e Sérgio Resende;https://youtu.be/7EeH8OGv650;https://www.canva.com/design/DAHT5IC7CDA/edit?page=21;21;https://drive.google.com/file/d/1P2VMiBaSrQw1zshBJiQfTNrHJKrUQ3t1/view;https://drive.google.com/uc?export=download&id=1P2VMiBaSrQw1zshBJiQfTNrHJKrUQ3t1;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23259%20-%20Alvaro%20Siviero%20e%20S%C3%A9rgio%20Resende.png;#259 - Alvaro Siviero e Sérgio Resende.png
Anima Podcast;#260;O que esperar de 2026;Diogo e Vanessa;https://youtu.be/455n0bv-y1I;https://www.canva.com/design/DAHT4wC4lb4/edit?page=3;3;https://drive.google.com/file/d/1L1C3-LR4e-hb26txhdEjFmhEuP67di_k/view;https://drive.google.com/uc?export=download&id=1L1C3-LR4e-hb26txhdEjFmhEuP67di_k;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23260%20-%20Diogo%20e%20Vanessa.png;#260 - Diogo e Vanessa.png
Anima Podcast;#261;O que não te contaram sobre Santo Agostinho;Joel Gracioso;https://youtu.be/EanZjNe4c_8;https://www.canva.com/design/DAHT5VDGu2o/edit?page=74;74;https://drive.google.com/file/d/1MFEliN7SCChPZPXL7jhryMw0ndFVDTSM/view;https://drive.google.com/uc?export=download&id=1MFEliN7SCChPZPXL7jhryMw0ndFVDTSM;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23261%20-%20Joel%20Gracioso.png;#261 - Joel Gracioso.png
Anima Podcast;#262;Esse foi o erro de Lutero;Filipe Santos;https://youtu.be/z1k7PgBJieU;https://www.canva.com/design/DAHT5VDGu2o/edit?page=73;73;https://drive.google.com/file/d/10oKTAxM869L1-EixQ5ihFdrVWFgYMCh7/view;https://drive.google.com/uc?export=download&id=10oKTAxM869L1-EixQ5ihFdrVWFgYMCh7;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23262%20-%20Filipe%20Santos.png;#262 - Filipe Santos.png
Anima Podcast;#263;Você está solteira por causa disso;Joyce Pessanha;https://youtu.be/iUJMdwKck-s;https://www.canva.com/design/DAHT5VDGu2o/edit?page=72;72;https://drive.google.com/file/d/1uWP3blyZHznmLSm8tqBgB4QwNhQXoJnm/view;https://drive.google.com/uc?export=download&id=1uWP3blyZHznmLSm8tqBgB4QwNhQXoJnm;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23263%20-%20Joyce%20Pessanha.png;#263 - Joyce Pessanha.png
Anima Podcast;#264;Casamento católico: não cometa esses erros;Simone Medeiros;https://youtu.be/ELgn6jdGA_I;https://www.canva.com/design/DAHT5VDGu2o/edit?page=71;71;https://drive.google.com/file/d/1rc6DRYvFZZC_cAZmVZuVjwRA8kmNqZTB/view;https://drive.google.com/uc?export=download&id=1rc6DRYvFZZC_cAZmVZuVjwRA8kmNqZTB;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23264%20-%20Simone%20Medeiros.png;#264 - Simone Medeiros.png
Anima Podcast;#265;Entrei infiltrado na esquerda;João Fernandes;https://youtu.be/HpdTF58pKdQ;https://www.canva.com/design/DAHT5VDGu2o/edit?page=70;70;https://drive.google.com/file/d/1P-tA8UaI_Oo88Dmc2cUtQ6jChiopY-5b/view;https://drive.google.com/uc?export=download&id=1P-tA8UaI_Oo88Dmc2cUtQ6jChiopY-5b;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23265%20-%20Jo%C3%A3o%20Fernandes.png;#265 - João Fernandes.png
Anima Podcast;#266;O segredo para salvar seu casamento;João Nara;https://youtu.be/RhLgbGKbPIg;https://www.canva.com/design/DAHT5VDGu2o/edit?page=69;69;https://drive.google.com/file/d/1U4wskXTKvU7W6C8xTYdixd42P8gQb893/view;https://drive.google.com/uc?export=download&id=1U4wskXTKvU7W6C8xTYdixd42P8gQb893;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23266%20-%20Jo%C3%A3o%20Nara.png;#266 - João Nara.png
Anima Podcast;#267;Pare de perder tempo na cozinha;Jeisa Tartari;https://youtu.be/wI9Ah30HSjE;https://www.canva.com/design/DAHT5VDGu2o/edit?page=68;68;https://drive.google.com/file/d/1gw4YA-QnA-gqyXBmzxreIK_AVJFtEDy1/view;https://drive.google.com/uc?export=download&id=1gw4YA-QnA-gqyXBmzxreIK_AVJFtEDy1;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23267%20-%20Jeisa%20Tartari.png;#267 - Jeisa Tartari.png
Anima Podcast;#268;Anima e Santo Flow juntos pela 1ª vez;Guto Azevedo e Zulene Parente;https://youtu.be/ExBjsGe5h0Q;https://www.canva.com/design/DAHT4wC4lb4/edit?page=2;2;https://drive.google.com/file/d/1AhuVbKTCQuSRTffg4rfl0e_LVqXKpBf0/view;https://drive.google.com/uc?export=download&id=1AhuVbKTCQuSRTffg4rfl0e_LVqXKpBf0;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23268%20-%20Guto%20Azevedo%20e%20Zulene%20Parente.png;#268 - Guto Azevedo e Zulene Parente.png
Anima Podcast;#269;Conheça o padre gamer;Pe. Edson Ribeiro;https://youtu.be/Mr3Nc19rDxI;https://www.canva.com/design/DAHT5VDGu2o/edit?page=67;67;https://drive.google.com/file/d/1jkW7HPNVxMEEM6iCLKCMtTErhqtw8MV0/view;https://drive.google.com/uc?export=download&id=1jkW7HPNVxMEEM6iCLKCMtTErhqtw8MV0;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23269%20-%20Pe.%20Edson%20Ribeiro.png;#269 - Pe. Edson Ribeiro.png
Anima Podcast;#270;O que não te contaram sobre alta performance;Giovane Gávio;https://youtu.be/aXIAodKQZ9c;https://www.canva.com/design/DAHT5VDGu2o/edit?page=32;32;https://drive.google.com/file/d/17MmZG5DwDdRhxVhh6pXrDCy8cbBzZIxY/view;https://drive.google.com/uc?export=download&id=17MmZG5DwDdRhxVhh6pXrDCy8cbBzZIxY;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23270%20-%20Giovane%20G%C3%A1vio.png;#270 - Giovane Gávio.png
Anima Podcast;#271;O maior erro das solteiras;Jota Borgonhoni;https://youtu.be/c3omJvDh4U8;https://www.canva.com/design/DAHT5VDGu2o/edit?page=66;66;https://drive.google.com/file/d/1k02xQ1STvj2QSac-ntmZces3BN-gxSYf/view;https://drive.google.com/uc?export=download&id=1k02xQ1STvj2QSac-ntmZces3BN-gxSYf;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23271%20-%20Jota%20Borgonhoni.png;#271 - Jota Borgonhoni.png
