Programa;Episódio;Título;Convidado;YouTube;Canva (edição);Página Canva;Drive (ver);Drive (download);Download direto (PNG);Arquivo
Anima Podcast;#56;Prefiro perder a eleição do que minha alma;Chris Tonietto;https://youtu.be/--k3kqTMbiI;https://www.canva.com/design/DAHT5IC7CDA/edit?page=6;6;https://drive.google.com/file/d/1XGKkX3mKSsmpEEJEKQcw1u5dsd24Uss-/view;https://drive.google.com/uc?export=download&id=1XGKkX3mKSsmpEEJEKQcw1u5dsd24Uss-;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2356%20-%20Chris%20Tonietto.png;#56 - Chris Tonietto.png
Anima Podcast;#57;A vontade de Deus é a nossa paz;Pe. Antônio José;https://youtu.be/PwMqTbp73tE;https://www.canva.com/design/DAHT5IC7CDA/edit?page=5;5;https://drive.google.com/file/d/1AKcWaXkYxG3CkcuaFpphpMgCMT1aG4DH/view;https://drive.google.com/uc?export=download&id=1AKcWaXkYxG3CkcuaFpphpMgCMT1aG4DH;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2357%20-%20Pe.%20Ant%C3%B4nio%20Jos%C3%A9.png;#57 - Pe. Antônio José.png
Anima Podcast;#58;O chamado de Deus para a conversão;Pe. Heitor de Menezes;https://youtu.be/jv0wGRgqMmQ;https://www.canva.com/design/DAHT5IC7CDA/edit?page=4;4;https://drive.google.com/file/d/1lsMuilOZXMByzXJqpgy9Gg5T0mVScrCK/view;https://drive.google.com/uc?export=download&id=1lsMuilOZXMByzXJqpgy9Gg5T0mVScrCK;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2358%20-%20Pe.%20Heitor%20de%20Menezes.png;#58 - Pe. Heitor de Menezes.png
Anima Podcast;#59;É possível paz entre Israel e Palestina?;Prof. Paulo Velasco;https://youtu.be/U9gKdm5lYgE;https://www.canva.com/design/DAHT5IC7CDA/edit?page=3;3;https://drive.google.com/file/d/1NcHF6lo7jcKYanHcsykhQnDa0V5uE0H1/view;https://drive.google.com/uc?export=download&id=1NcHF6lo7jcKYanHcsykhQnDa0V5uE0H1;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2359%20-%20Prof.%20Paulo%20Velasco.png;#59 - Prof. Paulo Velasco.png
Anima Podcast;#60;N. Sra. das Lágrimas: você conhece?;Raphael Tonon;https://youtu.be/BgE8X0sby3k;https://www.canva.com/design/DAHT5IC7CDA/edit?page=2;2;https://drive.google.com/file/d/1wnFnmch4YrkuinoPGe1JkuhC_xIww0tg/view;https://drive.google.com/uc?export=download&id=1wnFnmch4YrkuinoPGe1JkuhC_xIww0tg;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2360%20-%20Raphael%20Tonon.png;#60 - Raphael Tonon.png
Anima Podcast;#61;A orquestra católica do Rio;Maestro Carlos Pimenta;https://youtu.be/LFxNM_5H2Io;https://www.canva.com/design/DAHT5IC7CDA/edit?page=1;1;https://drive.google.com/file/d/1dw3E-WdpDIhbg9BlcnKbQ84AjxfoFFuR/view;https://drive.google.com/uc?export=download&id=1dw3E-WdpDIhbg9BlcnKbQ84AjxfoFFuR;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2361%20-%20Maestro%20Carlos%20Pimenta.png;#61 - Maestro Carlos Pimenta.png
Anima Podcast;#62;Como rezar pela conversão de alguém;Diácono Romulo Canuto;https://youtu.be/t2IYNW5O618;https://www.canva.com/design/DAHT5LIwDx4/edit?page=25;25;https://drive.google.com/file/d/1EB05DNl5WjjPtGwJ7qAY6IDbA0Zp4Qjl/view;https://drive.google.com/uc?export=download&id=1EB05DNl5WjjPtGwJ7qAY6IDbA0Zp4Qjl;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2362%20-%20Di%C3%A1cono%20Romulo%20Canuto.png;#62 - Diácono Romulo Canuto.png
Anima Podcast;#63;Decifrando os casais;Padre Julinho;https://youtu.be/kinKtjQNKBM;https://www.canva.com/design/DAHT5LIwDx4/edit?page=24;24;https://drive.google.com/file/d/1SAaz7sT5BGseEAxUb9qRNbPBs7uxTMDb/view;https://drive.google.com/uc?export=download&id=1SAaz7sT5BGseEAxUb9qRNbPBs7uxTMDb;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2363%20-%20Padre%20Julinho.png;#63 - Padre Julinho.png
Anima Podcast;#65;O título escondido de Nossa Senhora;Simone Marquetto;https://youtu.be/TGPNTBS7eq4;https://www.canva.com/design/DAHT5LIwDx4/edit?page=23;23;https://drive.google.com/file/d/1_Sz-JCoRDiRemEr6entNIRAQ2_CUqaoL/view;https://drive.google.com/uc?export=download&id=1_Sz-JCoRDiRemEr6entNIRAQ2_CUqaoL;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2365%20-%20Simone%20Marquetto.png;#65 - Simone Marquetto.png
Anima Podcast;#66;Círio de Nazaré: a grande festa;Monsenhor Agostinho;https://youtu.be/i4pWLI89PuE;https://www.canva.com/design/DAHT5LIwDx4/edit?page=22;22;https://drive.google.com/file/d/1b5l2B4W9ujLBl6LWJKUQ1Cq2GvKYaHII/view;https://drive.google.com/uc?export=download&id=1b5l2B4W9ujLBl6LWJKUQ1Cq2GvKYaHII;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2366%20-%20Monsenhor%20Agostinho.png;#66 - Monsenhor Agostinho.png
Anima Podcast;#67;Rito Romano antigo: entenda a diferença;Dom Fernando Rifan;https://youtu.be/ZuheHFdttO0;https://www.canva.com/design/DAHT5LIwDx4/edit?page=21;21;https://drive.google.com/file/d/1NM4lk4FN8KlOt6Fw0XZnhOHcNzWHvEzw/view;https://drive.google.com/uc?export=download&id=1NM4lk4FN8KlOt6Fw0XZnhOHcNzWHvEzw;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2367%20-%20Dom%20Fernando%20Rifan.png;#67 - Dom Fernando Rifan.png
Anima Podcast;#68;Como ler e entender a Bíblia;Victor Sales Pinheiro;https://youtu.be/J28wiVi-XDE;https://www.canva.com/design/DAHT5LIwDx4/edit?page=20;20;https://drive.google.com/file/d/1j5V3H8NC0_RHx3gZYWjySeSfeqJMBvj2/view;https://drive.google.com/uc?export=download&id=1j5V3H8NC0_RHx3gZYWjySeSfeqJMBvj2;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2368%20-%20Victor%20Sales%20Pinheiro.png;#68 - Victor Sales Pinheiro.png
Anima Podcast;#69;O Purgatório existe? O que os anjos fazem?;Loo Burnett;https://youtu.be/EDa1EvrCpPE;https://www.canva.com/design/DAHT5LIwDx4/edit?page=19;19;https://drive.google.com/file/d/1GV4ga7KPTbcEwixH70cBXMzkbIUhyr0E/view;https://drive.google.com/uc?export=download&id=1GV4ga7KPTbcEwixH70cBXMzkbIUhyr0E;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2369%20-%20Loo%20Burnett.png;#69 - Loo Burnett.png
Anima Podcast;#70;Os melhores estímulos para as crianças;Thiago Castro;https://youtu.be/DN_3OfaLXtg;https://www.canva.com/design/DAHT5LIwDx4/edit?page=18;18;https://drive.google.com/file/d/1e4rqN7x3A7nX9VsAIRggG0ToXv5iZgEI/view;https://drive.google.com/uc?export=download&id=1e4rqN7x3A7nX9VsAIRggG0ToXv5iZgEI;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2370%20-%20Thiago%20Castro.png;#70 - Thiago Castro.png
Anima Podcast;#71;Largou a cidade e foi morar no campo;Lygia Pimentel;https://youtu.be/v4TblZue1m0;https://www.canva.com/design/DAHT5LIwDx4/edit?page=17;17;https://drive.google.com/file/d/1m_gDkOKYPXUMT9ILGpysx0S3IRhRy3aH/view;https://drive.google.com/uc?export=download&id=1m_gDkOKYPXUMT9ILGpysx0S3IRhRy3aH;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2371%20-%20Lygia%20Pimentel.png;#71 - Lygia Pimentel.png
Anima Podcast;#72;Lipedema não é só gordura;Georgia Dorigon;https://youtu.be/WU4bCHMVpm4;https://www.canva.com/design/DAHT5ESs_-o/edit?page=19;19;https://drive.google.com/file/d/1Es-WFzuIQIeOYK5h-lcVGBsYYJNefCdq/view;https://drive.google.com/uc?export=download&id=1Es-WFzuIQIeOYK5h-lcVGBsYYJNefCdq;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2372%20-%20Georgia%20Dorigon.png;#72 - Georgia Dorigon.png
Anima Podcast;#73;7 erros que te impedem de ser mãe;Moniele Cunha;https://youtu.be/poqREYKg0Oo;https://www.canva.com/design/DAHT5IrBs84/edit?page=12;12;https://drive.google.com/file/d/1s00JhUsSNZjweJNOd6_LEfmDH9hr_6go/view;https://drive.google.com/uc?export=download&id=1s00JhUsSNZjweJNOd6_LEfmDH9hr_6go;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2373%20-%20Moniele%20Cunha.png;#73 - Moniele Cunha.png
Anima Podcast;#74;Acabando com a saúde das crianças;Renata Fróes;https://youtu.be/m0-luCqnDHI;https://www.canva.com/design/DAHT5ESs_-o/edit?page=18;18;https://drive.google.com/file/d/1Ud7sJpbZYxShnK8Z7EYWSmFbWU2Lu2uL/view;https://drive.google.com/uc?export=download&id=1Ud7sJpbZYxShnK8Z7EYWSmFbWU2Lu2uL;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2374%20-%20Renata%20Fr%C3%B3es.png;#74 - Renata Fróes.png
Anima Podcast;#75;Hábitos que causam cegueira;João Paulo Lomelino;https://youtu.be/9vn92mLV9QY;https://www.canva.com/design/DAHT5ESs_-o/edit?page=17;17;https://drive.google.com/file/d/1LM3o_NYtSrvzVRp3ZU1om7mn_guRrr7Q/view;https://drive.google.com/uc?export=download&id=1LM3o_NYtSrvzVRp3ZU1om7mn_guRrr7Q;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2375%20-%20Jo%C3%A3o%20Paulo%20Lomelino.png;#75 - João Paulo Lomelino.png
Anima Podcast;#76;A cura para o cansaço não é dormir;João Malheiro;https://youtu.be/jDMZSktGsII;https://www.canva.com/design/DAHT5IrBs84/edit?page=11;11;https://drive.google.com/file/d/1kNX-tr4YyZF-MT20pUV-6Mnmh2HeU2GH/view;https://drive.google.com/uc?export=download&id=1kNX-tr4YyZF-MT20pUV-6Mnmh2HeU2GH;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2376%20-%20Jo%C3%A3o%20Malheiro.png;#76 - João Malheiro.png
Anima Podcast;#77;Autismo e TDAH é modinha?;Carolina Scarabucci;https://youtu.be/9NASsAZudM8;https://www.canva.com/design/DAHT5IrBs84/edit?page=10;10;https://drive.google.com/file/d/1mKEjmwwqzMmKW0Damx7O7Az0VWuYmUie/view;https://drive.google.com/uc?export=download&id=1mKEjmwwqzMmKW0Damx7O7Az0VWuYmUie;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2377%20-%20Carolina%20Scarabucci.png;#77 - Carolina Scarabucci.png
Anima Podcast;#78;A dieta que ajuda a vencer o câncer;Paula Pratti;https://youtu.be/-0YbUDGjs-0;https://www.canva.com/design/DAHT5IrBs84/edit?page=9;9;https://drive.google.com/file/d/1Mk4q_BOoPLK2prWubpAfxBA8zUodyYYT/view;https://drive.google.com/uc?export=download&id=1Mk4q_BOoPLK2prWubpAfxBA8zUodyYYT;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2378%20-%20Paula%20Pratti.png;#78 - Paula Pratti.png
Anima Podcast;#79;Suicídio: sinais de alerta;Thiago Andrade;https://youtu.be/WX2MaWVMOB8;https://www.canva.com/design/DAHT5IrBs84/edit?page=8;8;https://drive.google.com/file/d/1yoYOmcwwe9TzAc01sRi3GWx5tu0f21_M/view;https://drive.google.com/uc?export=download&id=1yoYOmcwwe9TzAc01sRi3GWx5tu0f21_M;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2379%20-%20Thiago%20Andrade.png;#79 - Thiago Andrade.png
Anima Podcast;#80;O fim do metabolismo lento;Flavia Verocai;https://youtu.be/W0fq6E8a-Mo;https://www.canva.com/design/DAHT5ESs_-o/edit?page=16;16;https://drive.google.com/file/d/1LxUMDloGqTHq0jvtGFrtV0v9XTV3pB15/view;https://drive.google.com/uc?export=download&id=1LxUMDloGqTHq0jvtGFrtV0v9XTV3pB15;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2380%20-%20Flavia%20Verocai.png;#80 - Flavia Verocai.png
Anima Podcast;#81;Acordar cansado não é normal;Gleison Guimarães;https://youtu.be/-pO1vLrBOVc;https://www.canva.com/design/DAHT5ESs_-o/edit?page=15;15;https://drive.google.com/file/d/1Ilxuvhsy1RZC8P8ghiKSbGIS3fG4dX6P/view;https://drive.google.com/uc?export=download&id=1Ilxuvhsy1RZC8P8ghiKSbGIS3fG4dX6P;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2381%20-%20Gleison%20Guimar%C3%A3es.png;#81 - Gleison Guimarães.png
Anima Podcast;#82;Remédio pra dormir?;Gleison Guimarães;https://youtu.be/nZCs5lDt6p0;https://www.canva.com/design/DAHT5ESs_-o/edit?page=14;14;https://drive.google.com/file/d/1cfH6CR0ZOM4bln0e4_rwVcKLrI0m3pyi/view;https://drive.google.com/uc?export=download&id=1cfH6CR0ZOM4bln0e4_rwVcKLrI0m3pyi;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2382%20-%20Gleison%20Guimar%C3%A3es.png;#82 - Gleison Guimarães.png
Anima Podcast;#83;Autoimune causa infertilidade?;Carolina Meireles;https://youtu.be/xNsmEWSAfdY;https://www.canva.com/design/DAHT5ESs_-o/edit?page=13;13;https://drive.google.com/file/d/1EM5YJ_61SHe6NK-_3V6ZFzh2J9oBN1d0/view;https://drive.google.com/uc?export=download&id=1EM5YJ_61SHe6NK-_3V6ZFzh2J9oBN1d0;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2383%20-%20Carolina%20Meireles.png;#83 - Carolina Meireles.png
Anima Podcast;#84;Como preparar sua casa para o Natal;Ana Luisa Rego Macedo;https://youtu.be/mRoSuyWs7OQ;https://www.canva.com/design/DAHT5IrBs84/edit?page=7;7;https://drive.google.com/file/d/1Ing0IQNMG4AMRtrb4c_j37ONLXMjuNbO/view;https://drive.google.com/uc?export=download&id=1Ing0IQNMG4AMRtrb4c_j37ONLXMjuNbO;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2384%20-%20Ana%20Luisa%20Rego%20Macedo.png;#84 - Ana Luisa Rego Macedo.png
Anima Podcast;#85;O que as unhas dizem da saúde;Miguel Ceccarelli;https://youtu.be/4ApDYi8vByw;https://www.canva.com/design/DAHT5ESs_-o/edit?page=12;12;https://drive.google.com/file/d/1L_cf69SoewZQvKpSDfJ7oq-JH_hXs8pk/view;https://drive.google.com/uc?export=download&id=1L_cf69SoewZQvKpSDfJ7oq-JH_hXs8pk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2385%20-%20Miguel%20Ceccarelli.png;#85 - Miguel Ceccarelli.png
Anima Podcast;#86;Vitiligo tem cura?;Paulo Luzio;https://youtu.be/490bxOEmmvc;https://www.canva.com/design/DAHT5ESs_-o/edit?page=11;11;https://drive.google.com/file/d/1smBjd69sf1eRicjPaM2-KTRv6DA9YFET/view;https://drive.google.com/uc?export=download&id=1smBjd69sf1eRicjPaM2-KTRv6DA9YFET;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2386%20-%20Paulo%20Luzio.png;#86 - Paulo Luzio.png
Anima Podcast;#87;O fim do efeito sanfona;Luis Trocado;https://youtu.be/V-XlAv90XdM;https://www.canva.com/design/DAHT5ESs_-o/edit?page=10;10;https://drive.google.com/file/d/1paQS506_4UxGLXJ9rf7eGDrRCfMv-2nz/view;https://drive.google.com/uc?export=download&id=1paQS506_4UxGLXJ9rf7eGDrRCfMv-2nz;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2387%20-%20Luis%20Trocado.png;#87 - Luis Trocado.png
Anima Podcast;#88;Criança acordando à noite;Larissa Abreu;https://youtu.be/2VGAFbSyEMI;https://www.canva.com/design/DAHT5ESs_-o/edit?page=9;9;https://drive.google.com/file/d/1J-HUgvrHF1uDGcbnp9HoOUqccJIRRCS3/view;https://drive.google.com/uc?export=download&id=1J-HUgvrHF1uDGcbnp9HoOUqccJIRRCS3;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2388%20-%20Larissa%20Abreu.png;#88 - Larissa Abreu.png
Anima Podcast;#89;Epidemia de autismo?;Tielle Machado;https://youtu.be/m3qu6J4cK7E;https://www.canva.com/design/DAHT5ESs_-o/edit?page=8;8;https://drive.google.com/file/d/1gl-9un3PETyktO6qN_FRmxVoJ2vl8b8z/view;https://drive.google.com/uc?export=download&id=1gl-9un3PETyktO6qN_FRmxVoJ2vl8b8z;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2389%20-%20Tielle%20Machado.png;#89 - Tielle Machado.png
Anima Podcast;#90;A pele dos sonhos;Larissa Botelho;https://youtu.be/J0u3MBhW4Hc;https://www.canva.com/design/DAHT5ESs_-o/edit?page=7;7;https://drive.google.com/file/d/13LYrpy6JNCJq8vq2f8avzUGH7DXHvODY/view;https://drive.google.com/uc?export=download&id=13LYrpy6JNCJq8vq2f8avzUGH7DXHvODY;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2390%20-%20Larissa%20Botelho.png;#90 - Larissa Botelho.png
Anima Podcast;#91;Por que seu filho vive doente;Nathalia Vianna;https://youtu.be/9lgdH_iHy2c;https://www.canva.com/design/DAHT5ESs_-o/edit?page=6;6;https://drive.google.com/file/d/111JI6OgI2Qz5Nx2x0HNxrz_7BHrfebGb/view;https://drive.google.com/uc?export=download&id=111JI6OgI2Qz5Nx2x0HNxrz_7BHrfebGb;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2391%20-%20Nathalia%20Vianna.png;#91 - Nathalia Vianna.png
Anima Podcast;#92;Seu filho não fala? O motivo;Mariana de Oliveira;https://youtu.be/OB-WmP_38Rg;https://www.canva.com/design/DAHT5ESs_-o/edit?page=5;5;https://drive.google.com/file/d/1Uu6BZE5MjvZKFlfIkF1ALG6ETVd_P_CM/view;https://drive.google.com/uc?export=download&id=1Uu6BZE5MjvZKFlfIkF1ALG6ETVd_P_CM;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2392%20-%20Mariana%20de%20Oliveira.png;#92 - Mariana de Oliveira.png
Anima Podcast;#93;Tudo sobre a escoliose;Pedro Paschoal;https://youtu.be/FKX6rR9FyTE;https://www.canva.com/design/DAHT5ESs_-o/edit?page=4;4;https://drive.google.com/file/d/1At0OMg-FPW9fN5kK8vT1Taw-fgcKC2PE/view;https://drive.google.com/uc?export=download&id=1At0OMg-FPW9fN5kK8vT1Taw-fgcKC2PE;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2393%20-%20Pedro%20Paschoal.png;#93 - Pedro Paschoal.png
Anima Podcast;#94;Saúde mental da mulher;Juliana Neves;https://youtu.be/I3QOhZFNIRE;https://www.canva.com/design/DAHT5ESs_-o/edit?page=3;3;https://drive.google.com/file/d/1YdtbEloWbq7lyyI04xDQk6jg2PNPR3lC/view;https://drive.google.com/uc?export=download&id=1YdtbEloWbq7lyyI04xDQk6jg2PNPR3lC;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2394%20-%20Juliana%20Neves.png;#94 - Juliana Neves.png
Anima Podcast;#95;Mitos sobre o câncer de mama;Marcela Nardi;https://youtu.be/d9BQAqCd1q0;https://www.canva.com/design/DAHT5ESs_-o/edit?page=2;2;https://drive.google.com/file/d/1ZEKMXW8XPyhLT6ykM1W6bQ-woW4SEq6k/view;https://drive.google.com/uc?export=download&id=1ZEKMXW8XPyhLT6ykM1W6bQ-woW4SEq6k;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2395%20-%20Marcela%20Nardi.png;#95 - Marcela Nardi.png
Anima Podcast;#96;A nova era da cirurgia plástica;Casal Plástica;https://youtu.be/UXcCV2QPW2Q;https://www.canva.com/design/DAHT5IrBs84/edit?page=6;6;https://drive.google.com/file/d/1OjP191QHmd3jcKcYKK-xsluhPR3JS07e/view;https://drive.google.com/uc?export=download&id=1OjP191QHmd3jcKcYKK-xsluhPR3JS07e;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2396%20-%20Casal%20Pl%C3%A1stica.png;#96 - Casal Plástica.png
Anima Podcast;#97;Ultrassom normal, sem gravidez?;Clariana Maurente;https://youtu.be/mA_BIqwURDY;https://www.canva.com/design/DAHT5ESs_-o/edit?page=1;1;https://drive.google.com/file/d/13JTBykkdBFgQqMTb_VguAF859jkFrGGu/view;https://drive.google.com/uc?export=download&id=13JTBykkdBFgQqMTb_VguAF859jkFrGGu;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2397%20-%20Clariana%20Maurente.png;#97 - Clariana Maurente.png
Anima Podcast;#98;Alopecia e a queda de cabelo;Graça Tavares;https://youtu.be/c86k7ixe7ss;https://www.canva.com/design/DAHT5G-VT0s/edit?page=25;25;https://drive.google.com/file/d/1IJzRca9YK4msiPZsALJ284YZ0indwAr8/view;https://drive.google.com/uc?export=download&id=1IJzRca9YK4msiPZsALJ284YZ0indwAr8;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2398%20-%20Gra%C3%A7a%20Tavares.png;#98 - Graça Tavares.png
Anima Podcast;#99;Tudo sobre a labirintite;Fernando Goslin;https://youtu.be/hjkEzz_WvoM;https://www.canva.com/design/DAHT5G-VT0s/edit?page=24;24;https://drive.google.com/file/d/1y2rok6Moe1eVtJOHWURRw_D-JiZtMvPb/view;https://drive.google.com/uc?export=download&id=1y2rok6Moe1eVtJOHWURRw_D-JiZtMvPb;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2399%20-%20Fernando%20Goslin.png;#99 - Fernando Goslin.png
Anima Podcast;#100;Como vencer o bruxismo;Andrea Melo;https://youtu.be/jgZBHQKEaew;https://www.canva.com/design/DAHT5G-VT0s/edit?page=23;23;https://drive.google.com/file/d/1Dz7T59G_Aiv6OYxR_jDmyENQRKOEkbaO/view;https://drive.google.com/uc?export=download&id=1Dz7T59G_Aiv6OYxR_jDmyENQRKOEkbaO;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23100%20-%20Andrea%20Melo.png;#100 - Andrea Melo.png
Anima Podcast;#101;O erro no herpes-zóster;Murilo Drummond;https://youtu.be/r2Yuq0UQgGI;https://www.canva.com/design/DAHT5G-VT0s/edit?page=22;22;https://drive.google.com/file/d/1xEf2q02umIPMp2JdoZMzJPSKq2nGmYZl/view;https://drive.google.com/uc?export=download&id=1xEf2q02umIPMp2JdoZMzJPSKq2nGmYZl;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23101%20-%20Murilo%20Drummond.png;#101 - Murilo Drummond.png
Anima Podcast;#102;Infertilidade tem cura?;André Vaz;https://youtu.be/xO7ua54kssg;https://www.canva.com/design/DAHT5G-VT0s/edit?page=21;21;https://drive.google.com/file/d/1IafTIw1RjoKiKWS_qlQYv1GqnxmOUOgg/view;https://drive.google.com/uc?export=download&id=1IafTIw1RjoKiKWS_qlQYv1GqnxmOUOgg;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23102%20-%20Andr%C3%A9%20Vaz.png;#102 - André Vaz.png
Anima Podcast;#103;A beleza da castidade;Mariana Francoti;https://youtu.be/JWDvPyVcXkg;https://www.canva.com/design/DAHT5G-VT0s/edit?page=20;20;https://drive.google.com/file/d/1E6yGAB4gMRG6EHKNr6Y0RIEdtH99zUu5/view;https://drive.google.com/uc?export=download&id=1E6yGAB4gMRG6EHKNr6Y0RIEdtH99zUu5;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23103%20-%20Mariana%20Francoti.png;#103 - Mariana Francoti.png
Anima Podcast;#104;Joanetes: mitos e verdades;José Carlos Cohen;https://youtu.be/ShkyQfp0v4c;https://www.canva.com/design/DAHT5G-VT0s/edit?page=19;19;https://drive.google.com/file/d/1vrYmYxSgDAoSc4P6R_YIZ4RnfIkHN1M0/view;https://drive.google.com/uc?export=download&id=1vrYmYxSgDAoSc4P6R_YIZ4RnfIkHN1M0;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23104%20-%20Jos%C3%A9%20Carlos%20Cohen.png;#104 - José Carlos Cohen.png
Anima Podcast;#105;Endometriose tem cura?;Igor Chiminacio;https://youtu.be/YOb6D04NeSg;https://www.canva.com/design/DAHT5G-VT0s/edit?page=18;18;https://drive.google.com/file/d/1gWnHQArZ3eqbTBfUyl3BXzBOEQ_pfsMw/view;https://drive.google.com/uc?export=download&id=1gWnHQArZ3eqbTBfUyl3BXzBOEQ_pfsMw;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23105%20-%20Igor%20Chiminacio.png;#105 - Igor Chiminacio.png
Anima Podcast;#106;A verdade sobre a hérnia de disco;Luiz Sola;https://youtu.be/94pu0-LhWGA;https://www.canva.com/design/DAHT5G-VT0s/edit?page=17;17;https://drive.google.com/file/d/1DKrSdhrC95LMLtpTr9UFtpUw-vcH1oeB/view;https://drive.google.com/uc?export=download&id=1DKrSdhrC95LMLtpTr9UFtpUw-vcH1oeB;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23106%20-%20Luiz%20Sola.png;#106 - Luiz Sola.png
Anima Podcast;#107;Esclerose múltipla: como identificar;Marcos Alvarenga;https://youtu.be/W9bu8sclNAc;https://www.canva.com/design/DAHT5G-VT0s/edit?page=16;16;https://drive.google.com/file/d/1QiTzzbz4eehXpHTn63pZTbQBx1s2KIxd/view;https://drive.google.com/uc?export=download&id=1QiTzzbz4eehXpHTn63pZTbQBx1s2KIxd;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%23107%20-%20Marcos%20Alvarenga.png;#107 - Marcos Alvarenga.png
